15086;189319;1661.0;00105112672
17279;1006971;5390.0;00175848577
11852;299766;-1982.0;00286052616
13087;118737;861.0;00452325526
12474;183721;3177.0;00468020034
16639;197149;3960.0;00468020034
18494;133634;16084.0;00493787739
18364;189159;-1820.0;01204228541
10549;176850;2936.0;01622461284
12889;1076184;16090.0;01682240980
12403;1044299;8465.0;01682240980
16124;118808;2532.0;01939436151
11551;1034703;-430.0;02015862564
18039;209334;7517.0;02016085337
11282;142986;-945.0;02413993928
13503;1036252;12737.0;03025869929
13854;1042428;12466.0;04310194814
14534;1096425;3494.0;04547251165
12131;171949;9787.0;04809626955
18191;115008;5435.0;04915822299
18288;186056;-1770.0;05363212215
10369;161022;12478.0;05701793650
17451;182906;1615.0;05888459620
13262;267281;15279.0;06010788166
15635;143666;9295.0;06045176104
15670;106255;2173.0;06068384286
16643;1077133;13536.0;06068384286
14695;1044226;2170.0;06743301130
19663;1069845;9035.0;06870820904
18361;1098760;-1811.0;07050108166
15625;1002846;16093.0;07141182567
14860;1039759;15385.0;07245023100
18997;1052694;-1924.0;07375047000
16906;1036293;2780.0;07375047000
12568;1071357;2471.0;07375047000
17669;197444;5408.0;07730047189
15246;1082778;7182.0;08137210368
18846;270592;9439.0;08351958476
16199;1088434;1494.0;08595553271
13737;158440;10491.0;08636090722
15570;1011247;-2865.0;08697699349
14590;1027000;1200.0;08729438678
10844;1047086;6374.0;08994851789
16616;1068228;278.0;09822367263
11501;1002967;-1480.0;10108955868
17112;150061;4216.0;10183260564
18894;188650;16451.0;10318965268
11924;165165;15939.0;10452368795
15157;101955;14261.0;10805597798
12733;169303;-1309.0;11221215263
19599;180507;1164.0;11290565004
15202;1017655;353.0;11482632469
15175;102948;5657.0;11645027924
11812;100843;13518.0;11707921014
12557;1066543;16868.0;11740709034
10649;191376;9757.0;11964713690
10170;140035;1398.0;12372160230
14098;159794;9073.0;12455548310
12685;182056;-1010.0;12563402015
15414;1079019;12930.0;12612599163
16001;1049156;2186.0;12998720743
13394;1072974;7534.0;13111004600
17788;1011112;-2215.0;13289112100
10872;132176;9395.0;13392372442
17017;125917;8392.0;13518753108
17663;195642;13271.0;13588090905
14205;274153;-2109.0;13622684748
11793;125194;-1580.0;13672713422
13006;1087595;13751.0;13734705462
16801;115380;1139.0;13776298699
11575;1047960;2248.0;13776298699
13392;1044201;5020.0;14075321676
15175;181441;-2833.0;14075321676
14724;1015004;11991.0;14120364618
19933;142241;3253.0;14284514262
17701;122136;14913.0;14284514262
17162;183169;602.0;14533191702
15594;154697;2820.0;14816653454
15953;143940;-771.0;14918108131
10271;107455;4294.0;15037838402
11098;156865;12564.0;15037838402
12676;214643;-2203.0;15244695259
10224;1058197;13977.0;15320811735
12003;262356;16895.0;15417243824
16240;1020343;5410.0;16206045475
15433;1014321;10095.0;16373806670
13639;175477;-143.0;17147784135
17864;155733;1016.0;17172066746
10945;296221;5959.0;17172884231
17546;1045435;376.0;18109043403
10898;1089750;2867.0;18353568003
10838;171685;15340.0;18471180171
17432;160542;-2891.0;18670606804
11544;1074381;8344.0;18673771999
17059;1059211;6747.0;18912488104
13403;1034443;6874.0;19209611919
13628;1036390;10972.0;19209611919
11220;102504;9766.0;19318848427
18255;1052030;9200.0;19318848427
12334;113402;15633.0;19318848427
14250;1086735;-2550.0;19478237308
15403;1039000;15694.0;20236098669
15173;294440;12250.0;20338661198
16627;1039419;-353.0;20741329148
11017;1033967;13102.0;21340567146
12133;114891;7460.0;21422090862
12473;1099908;-2876.0;21974184947
11591;172967;10923.0;22336590444
10796;1045397;13474.0;22425927464
17542;109785;4280.0;22428262635
13075;263480;15360.0;22667400418
11888;1062595;13658.0;22667400418
16300;170524;5730.0;22742323816
18421;288352;13979.0;22750855530
12159;150211;8227.0;23210029975
10688;109852;4642.0;23225160617
14270;1063260;11192.0;23225160617
19993;1029699;15754.0;23233711297
15598;168190;5245.0;23236457064
16725;120438;11915.0;23261482384
18763;1035290;2729.0;23620817485
17519;1042965;4828.0;23710587213
18382;131134;13669.0;23978209856
17046;1009033;12783.0;23983428771
16466;1072775;2140.0;23983428771
13688;176396;3709.0;24357147188
10328;187767;10516.0;24433262511
15018;1085773;3741.0;24544949769
16813;1082753;804.0;24809728869
16398;168290;14500.0;25080735865
15857;193847;8879.0;25257247966
10567;1052249;12822.0;25319112998
16546;1064268;3246.0;25397374556
10999;285895;-699.0;25943927824
19401;1003664;7723.0;26054405864
13695;1042052;-199.0;26101984203
16646;1053112;6947.0;26297157303
19426;132218;13417.0;26729926981
17542;191565;7559.0;26908107669
10113;121627;1872.0;27012179755
14813;1032299;7259.0;27260774261
11103;1020277;11420.0;27510543783
13095;131899;2855.0;27968702943
19511;1012425;16968.0;28620965401
15269;153454;12652.0;28947592533
10405;1007932;3945.0;28978989152
14890;1019490;10779.0;29287341362
13716;1026960;-122.0;29834464035
16781;198741;16784.0;29846978514
13675;107187;16051.0;29927280218
13684;1092792;-2108.0;30233613914
19545;1061466;1604.0;30693154939
12964;118101;6971.0;31158750741
17300;1096480;16571.0;31158750741
11593;131305;16452.0;31217122300
10568;152439;7498.0;31217122300
13090;161236;11738.0;31277051992
12118;1087069;11041.0;31559886254
12249;1088292;10424.0;31596590212
16414;125843;6054.0;31878674665
19981;1039013;-2464.0;31884326725
17357;1061647;8269.0;32093025926
16654;1060892;14496.0;32291863664
15015;100360;9846.0;32569606665
15258;1054621;3489.0;32822219452
18973;110125;-1694.0;32921351637
15922;1055008;1615.0;32944066102
10274;1024536;9741.0;33047184463
11240;119570;15037.0;33159560401
12311;103103;16727.0;34007114327
10589;1097333;12485.0;34081140239
15636;105662;9101.0;34115853411
11726;195795;11182.0;34392629194
17314;183245;1661.0;34412910882
13276;144550;14870.0;34412910882
18683;1084100;4482.0;34614693503
14095;194910;780.0;34708929199
12967;182637;5841.0;34726756574
11580;292975;8000.0;34884337982
10328;112830;6077.0;35022949028
15585;1018216;6391.0;35394874223
16228;1041536;13969.0;36174504742
18004;1021076;2035.0;36383519462
14425;1064133;-2037.0;36548010175
13193;285235;10196.0;36753212946
17541;182718;7319.0;36776657035
16636;1072783;15037.0;37978771858
10985;119864;2502.0;38054759001
13344;144564;-2764.0;38132742722
14749;1052114;4882.0;38292764965
18997;136905;2135.0;38862829251
12972;107994;15626.0;38914114602
18962;1087935;-1616.0;39352430645
13271;111017;4599.0;39618125793
11465;1031807;1489.0;39662292099
17698;119687;15965.0;39678672561
13490;160788;-2357.0;40045228658
10932;1041973;543.0;40199490457
11291;1023247;4920.0;40328902125
12012;1088944;3571.0;40355150779
19584;1096327;15904.0;40382286803
10758;1014405;8357.0;40681903217
14517;125204;-1250.0;40970140263
14086;1079143;12769.0;41164264444
14356;1011536;15288.0;41250134480
11788;1059084;7854.0;41427406380
17957;1039868;2196.0;41747497062
13719;1021398;13282.0;41795886705
18680;194482;8925.0;41994286139
15504;299235;3762.0;42044419036
11556;1095718;8643.0;42100267841
18498;126244;13004.0;42506358702
15666;1082390;10126.0;42571559705
13116;103667;16625.0;42571559705
16055;1027371;-615.0;43023063453
16001;290197;899.0;43270904419
18491;1043491;9715.0;43699914739
18683;1001364;14297.0;43773541010
11352;1098252;10626.0;43958939922
12384;1018796;13734.0;44103430102
15785;160644;8932.0;44310221633
12955;191035;15431.0;44310221633
10083;123879;7550.0;44310221633
19321;1049565;-534.0;44347402279
13784;102569;13042.0;44347402279
16462;149479;8397.0;44443919941
13242;148765;16574.0;44443919941
16906;1086395;11006.0;44876755655
16714;1061503;1128.0;44938788460
12490;1084707;-1669.0;45410498651
18498;239624;8240.0;45483576402
13425;103531;9781.0;45511773699
11863;122457;13347.0;45705241071
16655;191445;-1728.0;45772416981
15068;1022700;-328.0;45829102531
19999;1072743;3723.0;46365630616
14207;159817;13973.0;46365630616
19430;122427;14970.0;46392303372
17046;189688;12952.0;46454389042
18340;269227;1189.0;46501377712
12403;1000736;7997.0;46766997717
15641;1096597;16740.0;46960299224
17822;177779;3154.0;46977546127
13513;128206;4004.0;47137927424
10696;1019951;6447.0;47137927424
14145;1009686;11482.0;47525788253
16676;157098;11650.0;47598381544
12560;189226;1721.0;47911400186
19050;263943;16460.0;47993719495
15355;166873;9717.0;48109691684
17889;141425;13821.0;48337896017
17584;157363;16408.0;48587920993
15771;1046597;-1858.0;48628474867
12725;179910;-262.0;48846840784
11958;1050755;14623.0;48877309552
12746;1039702;-1053.0;49211653483
18803;213412;3830.0;49215287531
12590;1064984;15979.0;49251427967
12484;1052292;-227.0;49327034370
12919;109000;-976.0;49379525587
15036;1074318;109.0;49818582346
12379;166265;-2071.0;49828880710
19154;1012285;12372.0;49969640532
16688;140014;11314.0;50470837935
16648;127469;86.0;50683153920
18853;158408;11850.0;50716044854
13764;1036135;12994.0;50780696737
18275;1075501;13140.0;51013822731
14223;108295;5569.0;51375976065
19520;119425;10924.0;51424179020
10188;1060007;6080.0;51434565483
15025;1025374;-1401.0;51434565483
16772;1040294;12859.0;51677784331
11979;145386;-2666.0;51748864855
15295;165994;14036.0;51944635584
11824;1065051;15886.0;52392441717
16537;1032361;982.0;52530711529
19722;116684;-2100.0;53225259083
16107;290572;7495.0;53822556992
11819;187823;3613.0;53838515355
19265;107951;-782.0;53838515355
18267;1044581;13514.0;54233117272
14074;121153;1223.0;54302713350
19302;102657;5707.0;54529889049
17356;148089;13900.0;54669506848
11249;195966;14259.0;54847615586
17537;1091050;13078.0;54847615586
18058;1016057;6521.0;54856736388
13688;127510;5732.0;54930439494
14764;1016252;-2833.0;55025688712
14588;167097;13122.0;55025688712
15516;1089269;1609.0;55025688712
10828;112625;12391.0;55025688712
18246;122325;11051.0;55149348511
11992;1029969;-2269.0;55500957946
19062;147607;-2816.0;55562661967
17713;1094787;13853.0;55562661967
18322;1076370;-1304.0;55615299907
10692;1033181;1846.0;56257738943
14289;176455;4480.0;56257738943
11231;116133;8775.0;56361324226
15728;1042410;5790.0;56828936648
18829;196797;8606.0;56861674929
15366;119788;5276.0;57138911500
19497;144406;9363.0;57150363177
19517;1051841;11404.0;57566458529
13303;118858;12551.0;57857898239
13547;1084831;103.0;58126497030
11457;1052002;9065.0;58553701922
18107;119939;16148.0;58553701922
15081;150265;11528.0;58553701922
12009;1086170;7859.0;59104596849
16356;1081740;555.0;59146373845
12170;1047863;7273.0;59150192928
17327;196395;3500.0;59342758814
13889;164584;14735.0;59414307147
11831;1029839;1192.0;60106458069
17726;1004042;1757.0;60389596803
16051;126541;4545.0;60408131800
17732;138112;3920.0;60408131800
17490;113570;6573.0;60837702318
13946;1014097;-2176.0;61421570948
11418;1002390;-946.0;62101597310
12611;100823;4584.0;62165912272
19501;1035069;5939.0;62262362151
10126;1046350;-2756.0;62683712237
15385;1006728;3708.0;63052184881
11801;1027240;6031.0;63136291405
12148;1011009;9936.0;63136291405
10995;154895;8758.0;63408057004
17552;181074;-1877.0;63433601284
12983;1094649;11445.0;63496321421
15599;1064739;15392.0;63556223376
13803;1081361;12476.0;64670074487
10269;205725;13589.0;64723080083
12691;128198;3151.0;65145881317
18168;111640;13289.0;65179376428
16532;1040171;10801.0;65277687853
11131;279409;16042.0;65361943427
16527;200381;9342.0;65417770562
14718;192562;7268.0;65568083016
11999;1016105;11228.0;65607037362
14032;125008;12199.0;65751833865
12454;156218;9646.0;65751833865
14393;101046;12374.0;65804497044
12395;1031068;9075.0;65978906348
15232;1037550;2861.0;66083454950
13413;147742;5824.0;66361930643
18403;1011492;14229.0;66447772660
17970;104976;10429.0;66624896232
19385;212335;10442.0;66642745470
19889;108023;11046.0;66885011473
10476;1099748;3025.0;67437264394
16795;134232;13860.0;67519231925
13094;1089238;6290.0;67519231925
19332;149225;387.0;67831693209
15533;138092;8240.0;68241928032
19485;110402;14013.0;68395747953
18946;158785;9379.0;68622499371
15546;1043509;1641.0;68629317282
19627;172442;4764.0;68762948603
13684;184864;2930.0;68812021061
10236;186216;-2827.0;69052113302
18401;165036;4316.0;69363468481
14739;181000;7462.0;69411155361
19144;1097751;5066.0;69651304335
11320;166168;14619.0;69757091068
17462;102635;10042.0;69757091068
13620;1021321;6884.0;70060163598
13118;213066;9591.0;70060163598
17629;187811;9015.0;70440752773
10091;126421;9671.0;70995663338
16297;166274;13514.0;71094105745
16717;229454;8220.0;71275415222
10291;1014629;1801.0;71336040487
13434;160195;3238.0;71477743481
16968;1098937;-1407.0;71637698279
13040;1076663;10909.0;71690486279
10689;1091082;15890.0;72130601462
12694;1002919;11221.0;72153772117
13566;1083838;8518.0;72160541911
15233;107791;2234.0;72176361080
12170;172462;1566.0;72188104751
11374;149115;10119.0;72244847556
19135;208645;-2753.0;72750171060
16238;101327;13274.0;72750171060
12055;156471;12145.0;72762621175
10469;212976;1268.0;72783527262
17533;252059;6621.0;72848329592
14857;103122;3158.0;73133269271
